Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Dimensions
WARRENDOVE,WARREN DOVE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12413</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: DOVE</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Polyester</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 55""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12413,,,,continue,manual,46.00,,,,,https://images.magfabrics.com/fabrics/WARREN%20DOVE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WARRENFEDERAL,WARREN FEDERAL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12414</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: FEDERAL</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Polyester</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 55""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12414,,,,continue,manual,46.00,,,,,https://images.magfabrics.com/fabrics/WARREN%20FEDERAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WARRENFEDERAL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WARREN%20FEDERAL2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRENMINK,WARREN MINK,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12415</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: MINK</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Polyester</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 55""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12415,,,,continue,manual,46.00,,,,,https://images.magfabrics.com/fabrics/WARREN%20MINK.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WARRENMIST,WARREN MIST,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12416</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: MIST</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Polyester</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 55""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12416,,,,continue,manual,46.00,,,,,https://images.magfabrics.com/fabrics/WARREN%20MIST.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WARRENMIST,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WARREN%20MIST2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRENOYSTER,WARREN OYSTER,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12417</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: OYSTER</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Polyester</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 55""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12417,,,,continue,manual,46.00,,,,,https://images.magfabrics.com/fabrics/WARREN%20OYSTER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WARRENPINE,WARREN PINE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12418</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: PINE</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Polyester</p><p class=""magfabrics-double-rubs"">Double Rubs: 75,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Fire Rated (Fr), Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 55""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12418,,,,continue,manual,46.00,,,,,https://images.magfabrics.com/fabrics/WARREN%20PINE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WASHIMI-FESTIVA,WASHIMI FESTIVAL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 4682</p><p class=""magfabrics-color"">Color: FESTIVAL</p><p class=""magfabrics-uses"">Uses: Upholstery</p><p class=""magfabrics-contents"">Contents: 63POLY/30ACR/7CTN</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: USA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Upholstery,TRUE,,,,,,,4682,,,57,continue,manual,80.00,,,,,https://images.magfabrics.com/fabrics/WASHIMI%20FESTIVAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WASHIMI-RAINBOW,WASHIMI RAINBOW,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 1944</p><p class=""magfabrics-color"">Color: RAINBOW</p><p class=""magfabrics-uses"">Uses: Upholstery</p><p class=""magfabrics-contents"">Contents: 63POLY/30ACR/7CTN</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Chenille, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: USA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Upholstery,TRUE,,,,,,,1944,,,22.125,continue,manual,80.00,,,,,https://images.magfabrics.com/fabrics/WASHIMI%20RAINBOW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WATTZCITRON,WATTZ CITRON,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12351</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 4.75</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: CITRON</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 48% VIS, 38% POLY, 5% COT, 9% LIN</p><p class=""magfabrics-double-rubs"">Double Rubs: 40,000</p><p class=""magfabrics-designs"">Design: Contemporary, Novelty, Stripe</p><p class=""magfabrics-categories"">Categories: Velvet</p><p class=""magfabrics-width"">Width: 55</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: BELGIUM</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,12351,,,44.5,continue,manual,172.00,,,,,https://images.magfabrics.com/fabrics/WATTZ%20CITRON.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WATTZCITRON,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20CITRON-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZCITRON,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20CITRON-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZELECTRIC,WATTZ ELECTRIC,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12350</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 4.75</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: ELECTRIC</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 48% VIS, 38% POLY, 5% COT, 9% LIN</p><p class=""magfabrics-double-rubs"">Double Rubs: 40,000</p><p class=""magfabrics-designs"">Design: Contemporary, Novelty, Stripe</p><p class=""magfabrics-categories"">Categories: Velvet</p><p class=""magfabrics-width"">Width: 55</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: BELGIUM</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,12350,,,43.25,continue,manual,172.00,,,,,https://images.magfabrics.com/fabrics/WATTZ%20ELECTRIC.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WATTZELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20ELECTRIC-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20ELECTRIC-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZFLAME,WATTZ FLAME,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12352</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 4.75</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: FLAME</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 48% VIS, 38% POLY, 5% COT, 9% LIN</p><p class=""magfabrics-double-rubs"">Double Rubs: 40,000</p><p class=""magfabrics-designs"">Design: Contemporary, Novelty, Stripe</p><p class=""magfabrics-categories"">Categories: Velvet</p><p class=""magfabrics-width"">Width: 55</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: BELGIUM</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,12352,,,45.125,continue,manual,172.00,,,,,https://images.magfabrics.com/fabrics/WATTZ%20FLAME.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WATTZFLAME,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20FLAME-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZFLAME,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20FLAME-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZFLAME,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20FLAME-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZSHOCKER,WATTZ SHOCKER,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12300</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 4.75</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: SHOCKER</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 48% VIS, 38% POLY, 5% COT, 9% LIN</p><p class=""magfabrics-double-rubs"">Double Rubs: 40,000</p><p class=""magfabrics-designs"">Design: Contemporary, Novelty, Stripe</p><p class=""magfabrics-categories"">Categories: Velvet</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: BELGIUM</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,12300,,,46.125,continue,manual,172.00,,,,,https://images.magfabrics.com/fabrics/WATTZ%20SHOCKER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WATTZSHOCKER,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20SHOCKER-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZSHOCKER,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20SHOCKER-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WATTZSHOCKER,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WATTZ%20SHOCKER-5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WAVERLYJADE,WAVERLY JADE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12084</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 27</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 27</p><p class=""magfabrics-color"">Color: JADE</p><p class=""magfabrics-uses"">Uses: Bedding, Drapery, Multipurpose</p><p class=""magfabrics-contents"">Contents: 55% LINEN, 45% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Floral, Tropical/Botanical</p><p class=""magfabrics-categories"">Categories: Prints</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: SPAIN</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117, UFAC 1</p></div>",MagFabrics,,,"Bedding, Drapery, Multipurpose",TRUE,,,,,,,12084,,,32.125,continue,manual,108.00,,,,,https://images.magfabrics.com/fabrics/WAVERLY%20JADE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WAVERLYJADE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WAVERLY%20JADE-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WAVERLYJADE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WAVERLY%20JADE-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WAVERLYJADE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WAVERLY%20JADE-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WAVERLYSUNBURST,WAVERLY SUNBURST,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12085</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 27</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 27</p><p class=""magfabrics-color"">Color: SUNBURST</p><p class=""magfabrics-uses"">Uses: Bedding, Drapery, Multipurpose</p><p class=""magfabrics-contents"">Contents: 55% LINEN, 45% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 51,000</p><p class=""magfabrics-designs"">Design: Floral, Tropical/Botanical</p><p class=""magfabrics-categories"">Categories: Prints</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: SPAIN</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117, UFAC 1</p></div>",MagFabrics,,,"Bedding, Drapery, Multipurpose",TRUE,,,,,,,12085,,,5.5,continue,manual,108.00,,,,,https://images.magfabrics.com/fabrics/WAVERLY%20SUNBURST.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WAVERLYSUNBURST,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WAVERLY%20SUNBURST-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WAVERLYSUNBURST,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WAVERLY%20SUNBURST-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WAZEISLE,WAZE ISLE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11415</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 13.50""</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 21.00""</p><p class=""magfabrics-color"">Color: ISLE</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 48% Viscose 32% Cotton 20% Polyester</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Abstract, Contemporary</p><p class=""magfabrics-categories"">Categories: Velvet, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC/NFPA 260 CLASS 1 / CAL117-2013</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,11415,,,13,continue,manual,160.00,,,,,https://images.magfabrics.com/fabrics/WAZE%20ISLE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WAZEISLE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WAZE%20ISLE2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WAZEISLE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WAZE%20ISLE3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
WEBBLEGREIGE,WEBBLE GREIGE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11516</p><p class=""magfabrics-color"">Color: GREIGE</p><p class=""magfabrics-uses"">Uses: Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 35,000 WYZ</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC 1, CA 117</p></div>",MagFabrics,,,Upholstery,TRUE,,,,,,,11516,,,29,continue,manual,50.00,,,,,https://images.magfabrics.com/fabrics/WEBBLE%20GREIGE.JPG,,,,,,,,,,,,,,,,,,,,,,,,,active,
WEBBLEGREIGE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WEBBLE%20GREIGE%201.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WEBBLELINEN,WEBBLE LINEN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11515</p><p class=""magfabrics-color"">Color: LINEN</p><p class=""magfabrics-uses"">Uses: Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 35,000 WYZ</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC 1, CA 117</p></div>",MagFabrics,,,Upholstery,TRUE,,,,,,,11515,,,6.375,continue,manual,50.00,,,,,https://images.magfabrics.com/fabrics/WEBBLE%20LINEN.JPG,,,,,,,,,,,,,,,,,,,,,,,,,active,
WEBBLELINEN,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WEBBLE%20LINEN%201.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINADOBE,WESTIN ADOBE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12586</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: ADOBE</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12586,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20ADOBE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINADOBE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20ADOBE2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINCANVAS,WESTIN CANVAS,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12587</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: CANVAS</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12587,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20CANVAS.JPG,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINCANVAS,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20CANVAS2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
