Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Dimensions
WESTINESPRESSO,WESTIN ESPRESSO,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12588</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: ESPRESSO</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12588,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20ESPRESSO.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINESPRESSO,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20ESPRESSO2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINFLAGSTONE,WESTIN FLAGSTONE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12589</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: FLAGSTONE</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12589,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20FLAGSTONE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINFLAGSTONE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20FLAGSTONE2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINFLAGSTONE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20FLAGSTONE3.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINGRAVEL,WESTIN GRAVEL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12590</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: GRAVEL</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12590,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20GRAVEL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINGRAVEL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20GRAVEL2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINGRAVEL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20GRAVEL3.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINJET,WESTIN JET,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12591</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: JET</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12591,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20JET.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINJET,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20JET2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINJET,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20JET3.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINMERLOT,WESTIN MERLOT,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12592</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: MERLOT</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12592,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20MERLOT.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINMERLOT,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20MERLOT2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINMERLOT,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20MERLOT3.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINMIDNIGHT,WESTIN MIDNIGHT,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12593</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: MIDNIGHT</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12593,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20MIDNIGHT.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINMIDNIGHT,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20MIDNIGHT2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINMOCHA,WESTIN MOCHA,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12594</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: MOCHA</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12594,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20MOCHA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINMOCHA,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20MOCHA2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINNATURAL,WESTIN NATURAL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12595</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: NATURAL</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12595,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20NATURAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINNATURAL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20NATURAL2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINNICKEL,WESTIN NICKEL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12596</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: NICKEL</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12596,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20NICKEL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINNICKEL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20NICKEL2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINNICKEL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20NICKEL3.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINSHADOW,WESTIN SHADOW,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12597</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: SHADOW</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12597,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20SHADOW.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINSHADOW,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20SHADOW2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINSHADOW,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20SHADOW3.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINTEAL,WESTIN TEAL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12598</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: TEAL</p><p class=""magfabrics-uses"">Uses: Contract, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% Vinyl</p><p class=""magfabrics-double-rubs"">Double Rubs: 1,500,000 WB</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Faux Leather/Vinyl, Fire Rated (Fr), Marine Grade, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: CALTB117-2013, NFPA 260 Class 1, UFAC Class 1</p></div>",MagFabrics,,,"Contract, Upholstery",TRUE,,,,,,,12598,,,,continue,manual,84.00,,,,,https://images.magfabrics.com/fabrics/WESTIN%20TEAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WESTINTEAL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20TEAL2.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINTEAL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/WESTIN%20TEAL3.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
WILDERTAPEAQUA,WILDER TAPE AQUA,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11161</p><p class=""magfabrics-color"">Color: AQUA</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11161,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20AQUA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPECARIB,WILDER TAPE CARIBBEAN GREEN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11169</p><p class=""magfabrics-color"">Color: CARIBBEAN GREEN</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11169,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20CARIBBEAN%20GREEN.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPECRIMS,WILDER TAPE CRIMSON,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11165</p><p class=""magfabrics-color"">Color: CRIMSON</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11165,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20CRIMSON.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPEFLAM,WILDER TAPE FLAMINGO,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11170</p><p class=""magfabrics-color"">Color: FLAMINGO</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11170,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20FLAMINGO.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPEFOSS,WILDER TAPE FOSSIL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11168</p><p class=""magfabrics-color"">Color: FOSSIL</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11168,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20FOSSIL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPEGRAY,WILDER TAPE GRAY,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11172</p><p class=""magfabrics-color"">Color: GRAY</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11172,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20GRAY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPEIVORY,WILDER TAPE IVORY,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11162</p><p class=""magfabrics-color"">Color: IVORY</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11162,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20IVORY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPELIME,WILDER TAPE LIME,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11163</p><p class=""magfabrics-color"">Color: LIME</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11163,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20LIME.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPEMARIN,WILDER TAPE MARINE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11158</p><p class=""magfabrics-color"">Color: MARINE</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11158,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20MARINE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
WILDERTAPEPEARL,WILDER TAPE PEARL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11171</p><p class=""magfabrics-color"">Color: PEARL</p><p class=""magfabrics-uses"">Uses: Trimmings</p><p class=""magfabrics-contents"">Contents: 58% RAYON, 31% POLY, 11% LINEN</p><p class=""magfabrics-designs"">Design: Animal/Skin, Dots/Circles</p><p class=""magfabrics-categories"">Categories: Tape</p><p class=""magfabrics-width"">Width: 3.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Trimmings,TRUE,,,,,,,11171,,,,continue,manual,56.00,,,,,https://images.magfabrics.com/fabrics/WILDER%20TAPE%20PEARL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
